name,year,properties,nonCurrentLiabilities,currentLiabbilities,equities,fullPrice,priceNextYear
TUEUROPA,2009,23851,1089,4068,69283,1168500.0,1159200.0
TUEUROPA,2010,32046,1038,5461,80418,1159200.0,857700.0
TUEUROPA,2011,35340,817,11266,94012,857700.0,140200.0
TUEUROPA,2012,41583,738,13688,106601,140200.0,119939300.0
TUEUROPA,2013,62308,673,14845,119491,119939300.0,911300.0
TUEUROPA,2014,68630,687,10513,119065,911300.0,2932000.0
TUEUROPA,2015,68095,661,7154,130446,2932000.0,313200.0
TUEUROPA,2016,74044,751,10353,143526,313200.0,9377600.0
TUEUROPA,2017,74142,659,9388,148860,9377600.0,25500.0
SANWIL,2005,12126,520,1723,30845,9262800.0,6026400.0
SANWIL,2006,12720,624,1914,37316,6026400.0,4073400.0
SANWIL,2007,16086,610,2677,41013,4073400.0,618163200.0
SANWIL,2008,24380,865,9160,48498,618163200.0,1168500.0
SANWIL,2009,23851,1089,4068,69283,1168500.0,1159200.0
SANWIL,2010,32046,1038,5461,80418,1159200.0,857700.0
SANWIL,2011,35340,817,11266,94012,857700.0,140200.0
SANWIL,2012,41583,738,13688,106601,140200.0,119939300.0
SANWIL,2013,62308,673,14845,119491,119939300.0,911300.0
SANWIL,2014,68630,687,10513,119065,911300.0,2932000.0
SANWIL,2015,68095,661,7154,130446,2932000.0,313200.0
SANWIL,2016,74044,751,10353,143526,313200.0,9377600.0
SANWIL,2017,74142,659,9388,148860,9377600.0,25500.0
PBG,2005,12126,520,1723,30845,9262800.0,6026400.0
PBG,2006,12720,624,1914,37316,6026400.0,4073400.0
PBG,2007,16086,610,2677,41013,4073400.0,618163200.0
PBG,2008,24380,865,9160,48498,618163200.0,1168500.0
PBG,2009,23851,1089,4068,69283,1168500.0,1159200.0
PBG,2010,32046,1038,5461,80418,1159200.0,857700.0
PBG,2011,35340,817,11266,94012,857700.0,140200.0
PBG,2012,41583,738,13688,106601,140200.0,119939300.0
PBG,2013,62308,673,14845,119491,119939300.0,911300.0
PBG,2014,68630,687,10513,119065,911300.0,2932000.0
PBG,2015,68095,661,7154,130446,2932000.0,313200.0
PBG,2016,74044,751,10353,143526,313200.0,9377600.0
PBG,2017,74142,659,9388,148860,9377600.0,25500.0
09KWIAT,2005,12126,520,1723,30845,9262800.0,6026400.0
09KWIAT,2006,12720,624,1914,37316,6026400.0,4073400.0
09KWIAT,2007,16086,610,2677,41013,4073400.0,618163200.0
09KWIAT,2008,24380,865,9160,48498,618163200.0,1168500.0
09KWIAT,2009,23851,1089,4068,69283,1168500.0,1159200.0
09KWIAT,2010,32046,1038,5461,80418,1159200.0,857700.0
09KWIAT,2011,35340,817,11266,94012,857700.0,140200.0
09KWIAT,2012,41583,738,13688,106601,140200.0,119939300.0
09KWIAT,2013,62308,673,14845,119491,119939300.0,911300.0
09KWIAT,2014,68630,687,10513,119065,911300.0,2932000.0
09KWIAT,2015,68095,661,7154,130446,2932000.0,313200.0
09KWIAT,2016,74044,751,10353,143526,313200.0,9377600.0
09KWIAT,2017,74142,659,9388,148860,9377600.0,25500.0
BEST,2005,12126,520,1723,30845,9262800.0,6026400.0
BEST,2006,12720,624,1914,37316,6026400.0,4073400.0
BEST,2007,16086,610,2677,41013,4073400.0,618163200.0
BEST,2008,24380,865,9160,48498,618163200.0,1168500.0
BEST,2009,23851,1089,4068,69283,1168500.0,1159200.0
BEST,2010,32046,1038,5461,80418,1159200.0,857700.0
BEST,2011,35340,817,11266,94012,857700.0,140200.0
BEST,2012,41583,738,13688,106601,140200.0,119939300.0
BEST,2013,62308,673,14845,119491,119939300.0,911300.0
BEST,2014,68630,687,10513,119065,911300.0,2932000.0
BEST,2015,68095,661,7154,130446,2932000.0,313200.0
BEST,2016,74044,751,10353,143526,313200.0,9377600.0
BEST,2017,74142,659,9388,148860,9377600.0,25500.0
FORTISPL,2005,12126,520,1723,30845,9262800.0,6026400.0
FORTISPL,2006,12720,624,1914,37316,6026400.0,4073400.0
FORTISPL,2007,16086,610,2677,41013,4073400.0,618163200.0
FORTISPL,2008,24380,865,9160,48498,618163200.0,1168500.0
FORTISPL,2009,23851,1089,4068,69283,1168500.0,1159200.0
FORTISPL,2010,32046,1038,5461,80418,1159200.0,857700.0
FORTISPL,2011,35340,817,11266,94012,857700.0,140200.0
FORTISPL,2012,41583,738,13688,106601,140200.0,119939300.0
FORTISPL,2013,62308,673,14845,119491,119939300.0,911300.0
FORTISPL,2014,68630,687,10513,119065,911300.0,2932000.0
FORTISPL,2015,68095,661,7154,130446,2932000.0,313200.0
FORTISPL,2016,74044,751,10353,143526,313200.0,9377600.0
FORTISPL,2017,74142,659,9388,148860,9377600.0,25500.0
02NFI,2005,12126,520,1723,30845,9262800.0,6026400.0
02NFI,2006,12720,624,1914,37316,6026400.0,4073400.0
02NFI,2007,16086,610,2677,41013,4073400.0,618163200.0
02NFI,2008,24380,865,9160,48498,618163200.0,1168500.0
02NFI,2009,23851,1089,4068,69283,1168500.0,1159200.0
02NFI,2010,32046,1038,5461,80418,1159200.0,857700.0
02NFI,2011,35340,817,11266,94012,857700.0,140200.0
02NFI,2012,41583,738,13688,106601,140200.0,119939300.0
02NFI,2013,62308,673,14845,119491,119939300.0,911300.0
02NFI,2014,68630,687,10513,119065,911300.0,2932000.0
02NFI,2015,68095,661,7154,130446,2932000.0,313200.0
02NFI,2016,74044,751,10353,143526,313200.0,9377600.0
02NFI,2017,74142,659,9388,148860,9377600.0,25500.0
MNI,2005,12126,520,1723,30845,9262800.0,6026400.0
MNI,2006,12720,624,1914,37316,6026400.0,4073400.0
MNI,2007,16086,610,2677,41013,4073400.0,618163200.0
MNI,2008,24380,865,9160,48498,618163200.0,1168500.0
MNI,2009,23851,1089,4068,69283,1168500.0,1159200.0
MNI,2010,32046,1038,5461,80418,1159200.0,857700.0
MNI,2011,35340,817,11266,94012,857700.0,140200.0
MNI,2012,41583,738,13688,106601,140200.0,119939300.0
MNI,2013,62308,673,14845,119491,119939300.0,911300.0
MNI,2014,68630,687,10513,119065,911300.0,2932000.0
MNI,2015,68095,661,7154,130446,2932000.0,313200.0
MNI,2016,74044,751,10353,143526,313200.0,9377600.0
MNI,2017,74142,659,9388,148860,9377600.0,25500.0
PKNORLEN,2005,12126,520,1723,30845,9262800.0,6026400.0
PKNORLEN,2006,12720,624,1914,37316,6026400.0,4073400.0
PKNORLEN,2007,16086,610,2677,41013,4073400.0,618163200.0
PKNORLEN,2008,24380,865,9160,48498,618163200.0,1168500.0
PKNORLEN,2009,23851,1089,4068,69283,1168500.0,1159200.0
PKNORLEN,2010,32046,1038,5461,80418,1159200.0,857700.0
PKNORLEN,2011,35340,817,11266,94012,857700.0,140200.0
PKNORLEN,2012,41583,738,13688,106601,140200.0,119939300.0
PKNORLEN,2013,62308,673,14845,119491,119939300.0,911300.0
PKNORLEN,2014,68630,687,10513,119065,911300.0,2932000.0
PKNORLEN,2015,68095,661,7154,130446,2932000.0,313200.0
PKNORLEN,2016,74044,751,10353,143526,313200.0,9377600.0
PKNORLEN,2017,74142,659,9388,148860,9377600.0,25500.0
MILLENNIUM,2005,12126,520,1723,30845,9262800.0,6026400.0
MILLENNIUM,2006,12720,624,1914,37316,6026400.0,4073400.0
MILLENNIUM,2007,16086,610,2677,41013,4073400.0,618163200.0
MILLENNIUM,2008,24380,865,9160,48498,618163200.0,1168500.0
MILLENNIUM,2009,23851,1089,4068,69283,1168500.0,1159200.0
MILLENNIUM,2010,32046,1038,5461,80418,1159200.0,857700.0
MILLENNIUM,2011,35340,817,11266,94012,857700.0,140200.0
MILLENNIUM,2012,41583,738,13688,106601,140200.0,119939300.0
MILLENNIUM,2013,62308,673,14845,119491,119939300.0,911300.0
MILLENNIUM,2014,68630,687,10513,119065,911300.0,2932000.0
MILLENNIUM,2015,68095,661,7154,130446,2932000.0,313200.0
MILLENNIUM,2016,74044,751,10353,143526,313200.0,9377600.0
MILLENNIUM,2017,74142,659,9388,148860,9377600.0,25500.0
RMFFM,2005,12126,520,1723,30845,9262800.0,6026400.0
RMFFM,2006,12720,624,1914,37316,6026400.0,4073400.0
RMFFM,2007,16086,610,2677,41013,4073400.0,618163200.0
RMFFM,2008,24380,865,9160,48498,618163200.0,1168500.0
RMFFM,2009,23851,1089,4068,69283,1168500.0,1159200.0
RMFFM,2010,32046,1038,5461,80418,1159200.0,857700.0
RMFFM,2011,35340,817,11266,94012,857700.0,140200.0
RMFFM,2012,41583,738,13688,106601,140200.0,119939300.0
RMFFM,2013,62308,673,14845,119491,119939300.0,911300.0
RMFFM,2014,68630,687,10513,119065,911300.0,2932000.0
RMFFM,2015,68095,661,7154,130446,2932000.0,313200.0
RMFFM,2016,74044,751,10353,143526,313200.0,9377600.0
RMFFM,2017,74142,659,9388,148860,9377600.0,25500.0
KRUK,2005,12126,520,1723,30845,9262800.0,6026400.0
KRUK,2006,12720,624,1914,37316,6026400.0,4073400.0
KRUK,2007,16086,610,2677,41013,4073400.0,618163200.0
KRUK,2008,24380,865,9160,48498,618163200.0,1168500.0
KRUK,2009,23851,1089,4068,69283,1168500.0,1159200.0
KRUK,2010,32046,1038,5461,80418,1159200.0,857700.0
KRUK,2011,35340,817,11266,94012,857700.0,140200.0
KRUK,2012,41583,738,13688,106601,140200.0,119939300.0
KRUK,2013,62308,673,14845,119491,119939300.0,911300.0
KRUK,2014,68630,687,10513,119065,911300.0,2932000.0
KRUK,2015,68095,661,7154,130446,2932000.0,313200.0
KRUK,2016,74044,751,10353,143526,313200.0,9377600.0
KRUK,2017,74142,659,9388,148860,9377600.0,25500.0
KOGENERA,2005,12126,520,1723,30845,9262800.0,6026400.0
KOGENERA,2006,12720,624,1914,37316,6026400.0,4073400.0
KOGENERA,2007,16086,610,2677,41013,4073400.0,618163200.0
KOGENERA,2008,24380,865,9160,48498,618163200.0,1168500.0
KOGENERA,2009,23851,1089,4068,69283,1168500.0,1159200.0
KOGENERA,2010,32046,1038,5461,80418,1159200.0,857700.0
KOGENERA,2011,35340,817,11266,94012,857700.0,140200.0
KOGENERA,2012,41583,738,13688,106601,140200.0,119939300.0
KOGENERA,2013,62308,673,14845,119491,119939300.0,911300.0
KOGENERA,2014,68630,687,10513,119065,911300.0,2932000.0
KOGENERA,2015,68095,661,7154,130446,2932000.0,313200.0
KOGENERA,2016,74044,751,10353,143526,313200.0,9377600.0
KOGENERA,2017,74142,659,9388,148860,9377600.0,25500.0
12PIAST,2005,12126,520,1723,30845,9262800.0,6026400.0
12PIAST,2006,12720,624,1914,37316,6026400.0,4073400.0
12PIAST,2007,16086,610,2677,41013,4073400.0,618163200.0
12PIAST,2008,24380,865,9160,48498,618163200.0,1168500.0
12PIAST,2009,23851,1089,4068,69283,1168500.0,1159200.0
12PIAST,2010,32046,1038,5461,80418,1159200.0,857700.0
12PIAST,2011,35340,817,11266,94012,857700.0,140200.0
12PIAST,2012,41583,738,13688,106601,140200.0,119939300.0
12PIAST,2013,62308,673,14845,119491,119939300.0,911300.0
12PIAST,2014,68630,687,10513,119065,911300.0,2932000.0
12PIAST,2015,68095,661,7154,130446,2932000.0,313200.0
12PIAST,2016,74044,751,10353,143526,313200.0,9377600.0
12PIAST,2017,74142,659,9388,148860,9377600.0,25500.0
ELSTAROIL,2005,12126,520,1723,30845,9262800.0,6026400.0
ELSTAROIL,2006,12720,624,1914,37316,6026400.0,4073400.0
ELSTAROIL,2007,16086,610,2677,41013,4073400.0,618163200.0
ELSTAROIL,2008,24380,865,9160,48498,618163200.0,1168500.0
ELSTAROIL,2009,23851,1089,4068,69283,1168500.0,1159200.0
ELSTAROIL,2010,32046,1038,5461,80418,1159200.0,857700.0
ELSTAROIL,2011,35340,817,11266,94012,857700.0,140200.0
ELSTAROIL,2012,41583,738,13688,106601,140200.0,119939300.0
ELSTAROIL,2013,62308,673,14845,119491,119939300.0,911300.0
ELSTAROIL,2014,68630,687,10513,119065,911300.0,2932000.0
ELSTAROIL,2015,68095,661,7154,130446,2932000.0,313200.0
ELSTAROIL,2016,74044,751,10353,143526,313200.0,9377600.0
ELSTAROIL,2017,74142,659,9388,148860,9377600.0,25500.0
IGROUP,2005,12126,520,1723,30845,9262800.0,6026400.0
IGROUP,2006,12720,624,1914,37316,6026400.0,4073400.0
IGROUP,2007,16086,610,2677,41013,4073400.0,618163200.0
IGROUP,2008,24380,865,9160,48498,618163200.0,1168500.0
IGROUP,2009,23851,1089,4068,69283,1168500.0,1159200.0
IGROUP,2010,32046,1038,5461,80418,1159200.0,857700.0
IGROUP,2011,35340,817,11266,94012,857700.0,140200.0
IGROUP,2012,41583,738,13688,106601,140200.0,119939300.0
IGROUP,2013,62308,673,14845,119491,119939300.0,911300.0
IGROUP,2014,68630,687,10513,119065,911300.0,2932000.0
IGROUP,2015,68095,661,7154,130446,2932000.0,313200.0
IGROUP,2016,74044,751,10353,143526,313200.0,9377600.0
IGROUP,2017,74142,659,9388,148860,9377600.0,25500.0
07NFI,2005,12126,520,1723,30845,9262800.0,6026400.0
07NFI,2006,12720,624,1914,37316,6026400.0,4073400.0
07NFI,2007,16086,610,2677,41013,4073400.0,618163200.0
07NFI,2008,24380,865,9160,48498,618163200.0,1168500.0
07NFI,2009,23851,1089,4068,69283,1168500.0,1159200.0
07NFI,2010,32046,1038,5461,80418,1159200.0,857700.0
07NFI,2011,35340,817,11266,94012,857700.0,140200.0
07NFI,2012,41583,738,13688,106601,140200.0,119939300.0
07NFI,2013,62308,673,14845,119491,119939300.0,911300.0
07NFI,2014,68630,687,10513,119065,911300.0,2932000.0
07NFI,2015,68095,661,7154,130446,2932000.0,313200.0
07NFI,2016,74044,751,10353,143526,313200.0,9377600.0
07NFI,2017,74142,659,9388,148860,9377600.0,25500.0
GTC,2005,12126,520,1723,30845,9262800.0,6026400.0
GTC,2006,12720,624,1914,37316,6026400.0,4073400.0
GTC,2007,16086,610,2677,41013,4073400.0,618163200.0
GTC,2008,24380,865,9160,48498,618163200.0,1168500.0
GTC,2009,23851,1089,4068,69283,1168500.0,1159200.0
GTC,2010,32046,1038,5461,80418,1159200.0,857700.0
GTC,2011,35340,817,11266,94012,857700.0,140200.0
GTC,2012,41583,738,13688,106601,140200.0,119939300.0
GTC,2013,62308,673,14845,119491,119939300.0,911300.0
GTC,2014,68630,687,10513,119065,911300.0,2932000.0
GTC,2015,68095,661,7154,130446,2932000.0,313200.0
GTC,2016,74044,751,10353,143526,313200.0,9377600.0
GTC,2017,74142,659,9388,148860,9377600.0,25500.0
WAWEL,2005,12126,520,1723,30845,9262800.0,6026400.0
WAWEL,2006,12720,624,1914,37316,6026400.0,4073400.0
WAWEL,2007,16086,610,2677,41013,4073400.0,618163200.0
WAWEL,2008,24380,865,9160,48498,618163200.0,1168500.0
WAWEL,2009,23851,1089,4068,69283,1168500.0,1159200.0
WAWEL,2010,32046,1038,5461,80418,1159200.0,857700.0
WAWEL,2011,35340,817,11266,94012,857700.0,140200.0
WAWEL,2012,41583,738,13688,106601,140200.0,119939300.0
WAWEL,2013,62308,673,14845,119491,119939300.0,911300.0
WAWEL,2014,68630,687,10513,119065,911300.0,2932000.0
WAWEL,2015,68095,661,7154,130446,2932000.0,313200.0
WAWEL,2016,74044,751,10353,143526,313200.0,9377600.0
WAWEL,2017,74142,659,9388,148860,9377600.0,25500.0
ELZAB,2005,12126,520,1723,30845,9262800.0,6026400.0
ELZAB,2006,12720,624,1914,37316,6026400.0,4073400.0
ELZAB,2007,16086,610,2677,41013,4073400.0,618163200.0
ELZAB,2008,24380,865,9160,48498,618163200.0,1168500.0
ELZAB,2009,23851,1089,4068,69283,1168500.0,1159200.0
ELZAB,2010,32046,1038,5461,80418,1159200.0,857700.0
ELZAB,2011,35340,817,11266,94012,857700.0,140200.0
ELZAB,2012,41583,738,13688,106601,140200.0,119939300.0
ELZAB,2013,62308,673,14845,119491,119939300.0,911300.0
ELZAB,2014,68630,687,10513,119065,911300.0,2932000.0
ELZAB,2015,68095,661,7154,130446,2932000.0,313200.0
ELZAB,2016,74044,751,10353,143526,313200.0,9377600.0
ELZAB,2017,74142,659,9388,148860,9377600.0,25500.0
ALPRAS,2005,12126,520,1723,30845,9262800.0,6026400.0
ALPRAS,2006,12720,624,1914,37316,6026400.0,4073400.0
ALPRAS,2007,16086,610,2677,41013,4073400.0,618163200.0
ALPRAS,2008,24380,865,9160,48498,618163200.0,1168500.0
ALPRAS,2009,23851,1089,4068,69283,1168500.0,1159200.0
ALPRAS,2010,32046,1038,5461,80418,1159200.0,857700.0
ALPRAS,2011,35340,817,11266,94012,857700.0,140200.0
ALPRAS,2012,41583,738,13688,106601,140200.0,119939300.0
ALPRAS,2013,62308,673,14845,119491,119939300.0,911300.0
ALPRAS,2014,68630,687,10513,119065,911300.0,2932000.0
ALPRAS,2015,68095,661,7154,130446,2932000.0,313200.0
ALPRAS,2016,74044,751,10353,143526,313200.0,9377600.0
ALPRAS,2017,74142,659,9388,148860,9377600.0,25500.0
BANKBPH,2005,12126,520,1723,30845,9262800.0,6026400.0
BANKBPH,2006,12720,624,1914,37316,6026400.0,4073400.0
BANKBPH,2007,16086,610,2677,41013,4073400.0,618163200.0
BANKBPH,2008,24380,865,9160,48498,618163200.0,1168500.0
BANKBPH,2009,23851,1089,4068,69283,1168500.0,1159200.0
BANKBPH,2010,32046,1038,5461,80418,1159200.0,857700.0
BANKBPH,2011,35340,817,11266,94012,857700.0,140200.0
BANKBPH,2012,41583,738,13688,106601,140200.0,119939300.0
BANKBPH,2013,62308,673,14845,119491,119939300.0,911300.0
BANKBPH,2014,68630,687,10513,119065,911300.0,2932000.0
BANKBPH,2015,68095,661,7154,130446,2932000.0,313200.0
BANKBPH,2016,74044,751,10353,143526,313200.0,9377600.0
BANKBPH,2017,74142,659,9388,148860,9377600.0,25500.0
RAFAKO,2005,12126,520,1723,30845,9262800.0,6026400.0
RAFAKO,2006,12720,624,1914,37316,6026400.0,4073400.0
RAFAKO,2007,16086,610,2677,41013,4073400.0,618163200.0
RAFAKO,2008,24380,865,9160,48498,618163200.0,1168500.0
RAFAKO,2009,23851,1089,4068,69283,1168500.0,1159200.0
RAFAKO,2010,32046,1038,5461,80418,1159200.0,857700.0
RAFAKO,2011,35340,817,11266,94012,857700.0,140200.0
RAFAKO,2012,41583,738,13688,106601,140200.0,119939300.0
RAFAKO,2013,62308,673,14845,119491,119939300.0,911300.0
RAFAKO,2014,68630,687,10513,119065,911300.0,2932000.0
RAFAKO,2015,68095,661,7154,130446,2932000.0,313200.0
RAFAKO,2016,74044,751,10353,143526,313200.0,9377600.0
RAFAKO,2017,74142,659,9388,148860,9377600.0,25500.0
ENERGOPLD,2005,12126,520,1723,30845,9262800.0,6026400.0
ENERGOPLD,2006,12720,624,1914,37316,6026400.0,4073400.0
ENERGOPLD,2007,16086,610,2677,41013,4073400.0,618163200.0
ENERGOPLD,2008,24380,865,9160,48498,618163200.0,1168500.0
ENERGOPLD,2009,23851,1089,4068,69283,1168500.0,1159200.0
ENERGOPLD,2010,32046,1038,5461,80418,1159200.0,857700.0
ENERGOPLD,2011,35340,817,11266,94012,857700.0,140200.0
ENERGOPLD,2012,41583,738,13688,106601,140200.0,119939300.0
ENERGOPLD,2013,62308,673,14845,119491,119939300.0,911300.0
ENERGOPLD,2014,68630,687,10513,119065,911300.0,2932000.0
ENERGOPLD,2015,68095,661,7154,130446,2932000.0,313200.0
ENERGOPLD,2016,74044,751,10353,143526,313200.0,9377600.0
ENERGOPLD,2017,74142,659,9388,148860,9377600.0,25500.0
HOGA.PL,2005,12126,520,1723,30845,9262800.0,6026400.0
HOGA.PL,2006,12720,624,1914,37316,6026400.0,4073400.0
HOGA.PL,2007,16086,610,2677,41013,4073400.0,618163200.0
HOGA.PL,2008,24380,865,9160,48498,618163200.0,1168500.0
HOGA.PL,2009,23851,1089,4068,69283,1168500.0,1159200.0
HOGA.PL,2010,32046,1038,5461,80418,1159200.0,857700.0
HOGA.PL,2011,35340,817,11266,94012,857700.0,140200.0
HOGA.PL,2012,41583,738,13688,106601,140200.0,119939300.0
HOGA.PL,2013,62308,673,14845,119491,119939300.0,911300.0
HOGA.PL,2014,68630,687,10513,119065,911300.0,2932000.0
HOGA.PL,2015,68095,661,7154,130446,2932000.0,313200.0
HOGA.PL,2016,74044,751,10353,143526,313200.0,9377600.0
HOGA.PL,2017,74142,659,9388,148860,9377600.0,25500.0
INGBSK,2005,12126,520,1723,30845,9262800.0,6026400.0
INGBSK,2006,12720,624,1914,37316,6026400.0,4073400.0
INGBSK,2007,16086,610,2677,41013,4073400.0,618163200.0
INGBSK,2008,24380,865,9160,48498,618163200.0,1168500.0
INGBSK,2009,23851,1089,4068,69283,1168500.0,1159200.0
INGBSK,2010,32046,1038,5461,80418,1159200.0,857700.0
INGBSK,2011,35340,817,11266,94012,857700.0,140200.0
INGBSK,2012,41583,738,13688,106601,140200.0,119939300.0
INGBSK,2013,62308,673,14845,119491,119939300.0,911300.0
INGBSK,2014,68630,687,10513,119065,911300.0,2932000.0
INGBSK,2015,68095,661,7154,130446,2932000.0,313200.0
INGBSK,2016,74044,751,10353,143526,313200.0,9377600.0
INGBSK,2017,74142,659,9388,148860,9377600.0,25500.0
REMAK,2005,12126,520,1723,30845,9262800.0,6026400.0
REMAK,2006,12720,624,1914,37316,6026400.0,4073400.0
REMAK,2007,16086,610,2677,41013,4073400.0,618163200.0
REMAK,2008,24380,865,9160,48498,618163200.0,1168500.0
REMAK,2009,23851,1089,4068,69283,1168500.0,1159200.0
REMAK,2010,32046,1038,5461,80418,1159200.0,857700.0
REMAK,2011,35340,817,11266,94012,857700.0,140200.0
REMAK,2012,41583,738,13688,106601,140200.0,119939300.0
REMAK,2013,62308,673,14845,119491,119939300.0,911300.0
REMAK,2014,68630,687,10513,119065,911300.0,2932000.0
REMAK,2015,68095,661,7154,130446,2932000.0,313200.0
REMAK,2016,74044,751,10353,143526,313200.0,9377600.0
REMAK,2017,74142,659,9388,148860,9377600.0,25500.0
BZWBK,2005,12126,520,1723,30845,9262800.0,6026400.0
BZWBK,2006,12720,624,1914,37316,6026400.0,4073400.0
BZWBK,2007,16086,610,2677,41013,4073400.0,618163200.0
BZWBK,2008,24380,865,9160,48498,618163200.0,1168500.0
BZWBK,2009,23851,1089,4068,69283,1168500.0,1159200.0
BZWBK,2010,32046,1038,5461,80418,1159200.0,857700.0
BZWBK,2011,35340,817,11266,94012,857700.0,140200.0
BZWBK,2012,41583,738,13688,106601,140200.0,119939300.0
BZWBK,2013,62308,673,14845,119491,119939300.0,911300.0
BZWBK,2014,68630,687,10513,119065,911300.0,2932000.0
BZWBK,2015,68095,661,7154,130446,2932000.0,313200.0
BZWBK,2016,74044,751,10353,143526,313200.0,9377600.0
BZWBK,2017,74142,659,9388,148860,9377600.0,25500.0
BOS,2005,12126,520,1723,30845,9262800.0,6026400.0
BOS,2006,12720,624,1914,37316,6026400.0,4073400.0
BOS,2007,16086,610,2677,41013,4073400.0,618163200.0
BOS,2008,24380,865,9160,48498,618163200.0,1168500.0
BOS,2009,23851,1089,4068,69283,1168500.0,1159200.0
BOS,2010,32046,1038,5461,80418,1159200.0,857700.0
BOS,2011,35340,817,11266,94012,857700.0,140200.0
BOS,2012,41583,738,13688,106601,140200.0,119939300.0
BOS,2013,62308,673,14845,119491,119939300.0,911300.0
BOS,2014,68630,687,10513,119065,911300.0,2932000.0
BOS,2015,68095,661,7154,130446,2932000.0,313200.0
BOS,2016,74044,751,10353,143526,313200.0,9377600.0
BOS,2017,74142,659,9388,148860,9377600.0,25500.0
KREDYTB,2005,12126,520,1723,30845,9262800.0,6026400.0
KREDYTB,2006,12720,624,1914,37316,6026400.0,4073400.0
KREDYTB,2007,16086,610,2677,41013,4073400.0,618163200.0
KREDYTB,2008,24380,865,9160,48498,618163200.0,1168500.0
KREDYTB,2009,23851,1089,4068,69283,1168500.0,1159200.0
KREDYTB,2010,32046,1038,5461,80418,1159200.0,857700.0
KREDYTB,2011,35340,817,11266,94012,857700.0,140200.0
KREDYTB,2012,41583,738,13688,106601,140200.0,119939300.0
KREDYTB,2013,62308,673,14845,119491,119939300.0,911300.0
KREDYTB,2014,68630,687,10513,119065,911300.0,2932000.0
